"Phys. Inventory Doc.","Material","Description","Plant","Storage Location","Book quantity (MB52)","Qty Counted","Difference Quantity","Base Unit of Measure","Net Cost Difference"
"100332213","75B514176P157","BARR LUG LDG UGPS 25A 50W","","FLOR","1","0","0","H87","0"
"100332214","75B514176P200","C/T CHANNEL 50W","","FLOR","8","0","0","H87","0"
"100332215","75B514176P215","BARR SUPT 50W","","FLOR","16","0","0","H87","0"
"100332216","75B514176P224","BARRIER SUPPORT - 40W","","FLOR","6","0","0","H87","0"
"100332217","75B514176P231","BARRIER SUPT - 35W 04-10A EU","","FLOR","6","0","0","H87","0"
"100332218","75B514176P234","BARRIER - 35W X 10D HOR EXT EU","","FLOR","1","0","0","H87","0"
"100332219","75B514176P237","BARRIER - 35W X 25D HOR EXT EU","","FLOR","2","0","0","H87","0"
"100332220","75B514176P263","BARRIER SUPT - 40W 04-10A EU","","FLOR","1","0","0","H87","0"
"100332221","75B514176P281","BARRIER - 35W X 20D 04A EU","","FLOR","3","0","0","H87","0"
"100332222","75B514176P307","BARR 50W X 45D HOR REAR 12-30A","","FLOR","1","0","0","H87","0"
"100332223","75B514176P316","BARR 50W X 60D HOR REAR 40A","","FLOR","2","0","0","H87","0"
"100332224","75B514176P318","BARR 40W X 30D HR RR W/N 12-20","","FLOR","1","0","0","H87","0"
"100332225","75B514176P321","BARR 40W X 45D HR RR W/N 12-20","","FLOR","1","0","0","H87","0"
"100332226","75B514176P409","BRACKET","","FLOR","2","0","0","H87","0"
"100332227","75B514176P410","SI BRACKET 10-40A","","FLOR","398","0","0","H87","0"
"100332228","75B514176P412","SI LUG LANDG BARR","","FLOR","28","0","0","H87","0"
"100332229","75B514180P102A","16-20A B PH LUG LDG AL","","FLOR","1","0","0","H87","0"
"100332230","75B514180P104A","16-20A NEUT LUG LDG AL","","FLOR","1","0","0","H87","0"
"100332231","75B514180P109A","STRAP 20A LH LDG ADPTR AL","","FLOR","2","0","0","H87","0"
"100332232","75B514180P110A","STRAP 20A RH LDG ADPTR AL","","FLOR","3","0","0","H87","0"
"100332233","75B514180P116A","12A HOR NEUT 40W AL","","FLOR","18","0","0","H87","0"
"100332234","75B514180P117A","16A HOR NEUT 40W AL","","FLOR","3","0","0","H87","0"
"100332235","75B514180P118A","20A HOR NEUT 40W AL","","FLOR","6","0","0","H87","0"
"100332236","75B514180P122A","16-20A ADPTR STRAP AL","","FLOR","4","0","0","H87","0"
"100332237","75B514180P124A","16A FRT NEUT LDG ADPTR 25D AL","","FLOR","1","0","0","H87","0"
"100332238","75B514180P125A","16A REAR NEUT LDG ADPTR 25D AL","","FLOR","1","0","0","H87","0"
"100332239","75B514180P126A","20A FRT NEUT LDG ADPTR 25D AL","","FLOR","1","0","0","H87","0"
"100332240","75B514180P127A","20A REAR NEUT LDG ADPTR 25D AL","","FLOR","1","0","0","H87","0"
"100332241","75B514180P128A","12A NEUR LDG ADPTR 30D AL","","FLOR","1","0","0","H87","0"
"100332242","75B514180P131A","20A FRT NEUT LDG ADPTR 30D AL","","FLOR","3","0","0","H87","0"
"100332243","75B514180P132A","20A REAR NEUT LDG ADPTR 30D AL","","FLOR","2","0","0","H87","0"
"100332244","75B514181P101","12A A","","FLOR","3","0","0","H87","0"
"100332245","75B514181P102","16-20A A","","FLOR","3","0","0","H87","0"
"100332246","75B514181P103","12A NEUT LUG LDG CU","","FLOR","1","0","0","H87","0"
"100332247","75B514181P109","20A LH C0 LDG ADPTR CU","","FLOR","3","0","0","H87","0"
"100332248","75B514181P110","20A RH C0 LDG ADPTR CU","","FLOR","2","0","0","H87","0"
"100332249","75B514181P116","12A HOR NEUT 40W CU","","FLOR","1","0","0","H87","0"
"100332250","75B514181P122","16-20A ADPTR STRAP CU","","FLOR","4","0","0","H87","0"
"100332251","75B514181P123","12A NEUT LDG ADPTR 25D CU","","FLOR","1","0","0","H87","0"
"100332252","75B514181P128","12A NEUT LDG ADPTR 30D CU","","FLOR","1","0","0","H87","0"
"100332253","75B514181P131","20A FRT NEUT LDG ADPTR 30D CU","","FLOR","2","0","0","H87","0"
"100332254","75B514181P132","20A REAR NEUT LDG ADPTR 30D CU","","FLOR","2","0","0","H87","0"
"100332255","75B514181P141","SC A&C LUG PAD 20A 1/2 PG&E","","FLOR","6","0","0","H87","0"
"100332256","75B514181P142","SC B0 LUG PAD 20A 1/2 PG&E","","FLOR","3","0","0","H87","0"
"100332257","75B514181P143","SC NEUT LUG PAD 20A 1/2 PG&E","","FLOR","2","0","0","H87","0"
"100332258","75B514181P147","20A FRT NEUT LDG ADP","","FLOR","1","0","0","H87","0"
"100332259","75B514181P148","20A REAR NEUT LDG AD","","FLOR","1","0","0","H87","0"
"100332260","75B514181P152","20A FRT NEUT LDG ADP","","FLOR","1","0","0","H87","0"
"100332261","75B514181P153","20A REAR NEUT LDG AD","","FLOR","1","0","0","H87","0"
"100332262","75B514182P109A","LUG PLATE 06-08A AL","","FLOR","36","0","0","H87","0"
"100332263","75B514182P111A","C/T BUS LOWER 04","","FLOR","59","0","0","H87","0"
"100332264","75B514182P112A","C/T BUS LOWER 10A AL","","FLOR","7","0","0","H87","0"
"100332265","75B514182P113A","MAIN LUG & POT NEUT 04A 25D AL","","FLOR","1","0","0","H87","0"
"100332266","75B514182P117A","MAIN LUG","","FLOR","12","0","0","H87","0"
"100332267","75B514183P112","C/T BUS LOWER 04","","FLOR","7","0","0","H87","0"
"100332268","75B514187P101A","C/T LOAD BUS 04A AL","","FLOR","3","0","0","H87","0"
"100332269","75B514187P102A","HOZ NEUT 04","","FLOR","11","0","0","H87","0"
"100332270","75B514187P103A","HOZ NEUT 10A 35W AL","","FLOR","4","0","0","H87","0"
"100332271","75B514187P105A","1000A LUG LANDING AL.","","FLOR","8","0","0","H87","0"
"100332272","75B514187P106A","600/800A LUG LANDING","","FLOR","8","0","0","H87","0"
"100332273","75B514187P108A","NEUT ADAPTER BUS 10A AL","","FLOR","3","0","0","H87","0"
"100332274","75B514187P145A","NEUT LDG 04A 30D AL","","FLOR","1","0","0","H87","0"
"100332275","75B514187P148A","NEUT EXT 30D","","FLOR","2","0","0","H87","0"
"100332276","75B514187P149A","NEUT EXT 35D","","FLOR","2","0","0","H87","0"
"100332277","75B514187P151A","TIER STRAPS 10A A PH","","FLOR","1","0","0","H87","0"
"100332278","75B514187P152A","TIER STRAPS 10A B PH","","FLOR","1","0","0","H87","0"
"100332279","75B514187P153A","TIER STRAPS 10A C PH","","FLOR","4","0","0","H87","0"
"100332280","75B514188P106","600/800A LUG LANDING","","FLOR","3","0","0","H87","0"
"100332281","75B514188P145","NEUT LDG 04A 30D AL","","FLOR","1","0","0","H87","0"
"100332282","75B514188P149","NEUT EXT 35D","","FLOR","1","0","0","H87","0"
"100332283","75B514188P151","TIER STRAPS 10A A PH","","FLOR","1","0","0","H87","0"
"100332284","75B514192P101A","UPPER TIER BUS 06","","FLOR","21","0","0","H87","0"
"100332285","75B514192P102A","UPPER TIER BUS 06","","FLOR","1","0","0","H87","0"
"100332286","75B514192P105A","UPPER TIER BUS 10A T15 AL","","FLOR","1","0","0","H87","0"
"100332287","75B514192P106A","UPPER TIER BUS 10A T20 AL","","FLOR","4","0","0","H87","0"
"100332288","75B514192P117A","TEIR BUS ADPTR 06","","FLOR","15","0","0","H87","0"
"100332289","75B514192P118A","TEIR BUS ADPTR 10A A0 AL","","FLOR","2","0","0","H87","0"
"100332290","75B514192P122A","TEIR BUS ADPTR B0 06","","FLOR","20","0","0","H87","0"
"100332291","75B514192P123A","TEIR BUS ADPTR B0 10A AL","","FLOR","2","0","0","H87","0"
"100332292","75B514192P124A","TIER BUS ADOTR CO 06","","FLOR","19","0","0","H87","0"
"100332293","75B514192P125A","TIER BUS ADOTR CO 10A AL","","FLOR","3","0","0","H87","0"
"100332294","75B514192P161A","UPPER TIER BUS 04-08A T15 AL","","FLOR","47","0","0","H87","0"
"100332295","75B514192P162A","UPPER TIER BUS 04-08A T20 AL","","FLOR","2","0","0","H87","0"
"100332296","75B514192P165A","UPPER TIER BUS 10A T15 AL","","FLOR","1","0","0","H87","0"
"100332297","75B514192P166A","UPPER TIER BUS 10A T20 AL","","FLOR","2","0","0","H87","0"
"100332298","75B514192P173A","HORIZ BARR TAP COMPT 40W","","FLOR","2","0","0","H87","0"
"100332299","75B514192P177A","HORIZ NEUT AL 40A 50W","","FLOR","2","0","0","H87","0"
"100332300","75B514193P101","UPPER TIER BUS 04-08A T15 CU","","FLOR","3","0","0","H87","0"
"100332301","75B514193P102","UPPER TIER BUS 04-08A T20 CU","","FLOR","1","0","0","H87","0"
"100332302","75B514193P103","UPPER TIER BUS 04-08A T25 CU","","FLOR","1","0","0","H87","0"
"100332303","75B514193P117","TIER BUS ADPTR 04-08A A0 CU","","FLOR","3","0","0","H87","0"
"100332304","75B514193P122","TIER BUS ADPTR 04-08A B0 CU","","FLOR","3","0","0","H87","0"
"100332305","75B514193P124","TIER BUS ADPTR 04-08A C0 CU","","FLOR","5","0","0","H87","0"
"100332306","75B514193P147","NEUT POT BUS 10 T25 CU","","FLOR","13","0","0","H87","0"
"100332307","75B514193P161","UPPER TIER BUS 04-08A T15 CU","","FLOR","4","0","0","H87","0"
"100332308","75B514193P162","UPPER TIER BUS 04-08A T20 CU","","FLOR","2","0","0","H87","0"
"100332309","75B514193P163","UPPER TIER BUS 04-08A T25 CU","","FLOR","2","0","0","H87","0"
"100332310","75B514193P166","UPPER TIER BUS 10A T20 CU","","FLOR","17","0","0","H87","0"
"100332311","75B514193P171","NEUT POT BUS T25 CU 10","","FLOR","1","0","0","H87","0"
"100332312","75B514193P175","HORIZ NEUT CU 30A 40W","","FLOR","1","0","0","H87","0"
"100332313","75B514193P177","HORIZ NEUT CU 40A 50W","","FLOR","3","0","0","H87","0"
"100332314","75B514193P179","NEUT TAP BUS LWR 30D CU","","FLOR","2","0","0","H87","0"
"100332315","75B514193P185","STRAP - NEUT POT TAP - 45D","","FLOR","1","0","0","H87","0"
"100332316","75B514193P190","NEUT","","FLOR","1","0","0","H87","0"
"100332317","75B514193P192","NEUT","","FLOR","1","0","0","H87","0"
"100332318","75B514198P101A","LOAD TIER BUS 04A T15 A0&C0","","FLOR","18","0","0","H87","0"
"100332319","75B514198P105A","LOAD TIER BUS 06A T15 A0&C0","","FLOR","4","0","0","H87","0"
"100332320","75B514198P108A","LOAD TIER BUS 06A T30 A0&C0","","FLOR","4","0","0","H87","0"
"100332321","75B514198P113A","LOAD TIER BUS 06A T15 B0&C0","","FLOR","4","0","0","H87","0"
"100332322","75B514198P116A","LOAD TIER BUS 06A T30 B0&C0","","FLOR","2","0","0","H87","0"
"100332323","75B514198P118A","LOAD TIER BUS 08A T20 A0&C0","","FLOR","26","0","0","H87","0"
"100332324","75B514198P122A","LOAD TIER BUS 08A T20 B0 AL","","FLOR","13","0","0","H87","0"
"100332325","75B514198P127A","LOAD TIER BUS 10A T20 A0 AL","","FLOR","3","0","0","H87","0"
"100332326","75B514198P128A","LOAD TIER BUS 10A T20 C0 AL","","FLOR","3","0","0","H87","0"
"100332327","75B514198P129A","LOAD TIER BUS 10A T25 A0 AL","","FLOR","1","0","0","H87","0"
"100332328","75B514198P130A","LOAD TIER BUS 10A T25 C0 AL","","FLOR","1","0","0","H87","0"
"100332329","75B514198P134A","LOAD TIER BUS 10A T20 B0 AL","","FLOR","3","0","0","H87","0"
"100332330","75B514198P135A","LOAD TIER BUS 10A T25 B0 AL","","FLOR","1","0","0","H87","0"
"100332331","75B514198P137A","BUS SPACER AL","","FLOR","13","0","0","H87","0"
"100332332","75B514199P101","LOAD TIER BUS 04A T15 A0&CO CU","","FLOR","12","0","0","H87","0"
"100332333","75B514199P109","LOAD TIER BUS 04A T15 B0 CU","","FLOR","6","0","0","H87","0"
"100332334","75B514199P117","LOAD TIER BUS 08A T15 A0&C0 CU","","FLOR","2","0","0","H87","0"
"100332335","75B514199P121","LOAD TIER BUS 08A T15 B0 CU","","FLOR","1","0","0","H87","0"
"100332336","75B514199P137","BUS SPACER CU","","FLOR","3","0","0","H87","0"
"100332337","75B661005P1","BRKT","","FLOR","3","0","0","H87","0"
"100332338","75C14111040W37H","COVER","","FLOR","8","0","0","H87","0"
"100332339","75C14111045W37H","COVER BLANK","","FLOR","8","0","0","H87","0"
"100332340","75C141114P202","VERTICAL POST 18H","","FLOR","11","0","0","H87","0"
"100332341","75C141114P204","VERTICAL POST 26H","","FLOR","1","0","0","H87","0"
"100332342","75C141114P206","VERTICAL POST 34H","","FLOR","50","0","0","H87","0"
"100332343","75C141114P208G","VERTICAL POST 90H","","FLOR","16","0","0","H87","0"
"100332344","75C141114P501D","DEPTH POST 15D","","FLOR","75","0","0","H87","0"
"100332346","75C141114P503GW","WIDTH POST 25W","","FLOR","9","0","0","H87","0"
"100332347","75C141114P509GW","WIDTH POST 55W","","FLOR","6","0","0","H87","0"
"100332348","75C141114P525","SM HOIST DEPTH POST 50D LEFT","","FLOR","1","0","0","H87","0"
"100332349","75C141114P536","SM SHIPPING BRACE 55W","","FLOR","29","0","0","H87","0"
"100332350","75C141114P606","SM SHIPPING BRACE 45W","","FLOR","2","0","0","H87","0"
"100332351","75C141114P607","SM SHIPPING BRACE 50W","","FLOR","3","0","0","H87","0"
"100332352","75C141114P608","SM SHIPPING BRACE 55W","","FLOR","1","0","0","H87","0"
"100332353","75C14111615W08H","COVER BLANK","","FLOR","1","0","0","H87","0"
"100332354","75C14111620W04H","COVER BLANK","","FLOR","6","0","0","H87","0"
"100332355","75C14111620W16H","COVER BLANK","","FLOR","1","0","0","H87","0"
"100332356","75C14111620W22H","COVER 20W-22H","","FLOR","2","0","0","H87","0"
"100332357","75C14111620W28H","COVER","","FLOR","50","0","0","H87","0"
"100332358","75C14111625W08H","COVER","","FLOR","1","0","0","H87","0"
"100332359","75C14111625W12H","COVER","","FLOR","1","0","0","H87","0"
"100332360","75C14111625W16H","COVER","","FLOR","6","0","0","H87","0"
"100332361","75C14111625W20H","COVER","","FLOR","2","0","0","H87","0"
"100332362","75C14111625W22H","TOP COVER","","FLOR","2","0","0","H87","0"
"100332363","75C14111625W24H","COVER","","FLOR","4","0","0","H87","0"
"100332364","75C14111630W08H","COVER","","FLOR","5","0","0","H87","0"
"100332365","75C14111630W12H","COVER","","FLOR","34","0","0","H87","0"
"100332366","75C14111630W16H","COVER","","FLOR","87","0","0","H87","0"
"100332367","75C14111630W17H","COVER-30WX17H","","FLOR","3","0","0","H87","0"
"100332368","75C14111630W20H","COVER","","FLOR","45","0","0","H87","0"
"100332369","75C14111630W22H","COVER","","FLOR","56","0","0","H87","0"
"100332370","75C14111630W24H","SCREW-ON COVER","","FLOR","12","0","0","H87","0"
"100332371","75C14111630W27H","TOP COVER 30X30","","FLOR","6","0","0","H87","0"
"100332372","75C14111630W36H","COVER","","FLOR","2","0","0","EA","0"
"100332373","75C14111630W37H","TOT COVER 30 X 40","","FLOR","23","0","0","H87","0"
"100332374","75C14111635W04H","COVER","","FLOR","7","0","0","H87","0"
"100332375","75C14111635W07H","Swbd Cover","","FLOR","3","0","0","H87","0"
"100332376","75C14111635W16H","SCREW-ON COVER","","FLOR","52","0","0","H87","0"
"100332377","75C14111635W17H","COVER-35WX17H","","FLOR","11","0","0","H87","0"
"100332378","75C14111635W22H","TOP COVER","","FLOR","1","0","0","H87","0"
"100332379","75C14111635W27H","SPECTRA RENEWAL PARTS","","FLOR","9","0","0","H87","0"
"100332380","75C14111640W04H","SCREW COVER","","FLOR","28","0","0","H87","0"
"100332381","75C14111640W08H","Bolt on cover","","FLOR","48","0","0","H87","0"
"100332382","75C14111640W16H","COVER BLANK","","FLOR","24","0","0","H87","0"
"100332383","75C14111640W20H","COVER","","FLOR","54","0","0","H87","0"
"100332384","75C14111640W22H","TOP COVER","","FLOR","8","0","0","H87","0"
"100332385","75C14111640W27H","TOP COVER","","FLOR","7","0","0","H87","0"
"100332386","75C14111640W28H","COVER 40W","","FLOR","18","0","0","H87","0"
"100332387","75C14111640W36H","COVER 40W X 36H","","FLOR","2","0","0","H87","0"
"100332388","75C14111645W04H","COVER BLANK","","FLOR","2","0","0","H87","0"
"100332389","75C14111645W08H","COVER BLANK","","FLOR","4","0","0","H87","0"
"100332390","75C14111645W12H","COVER BLANK","","FLOR","11","0","0","H87","0"
"100332391","75C14111645W14H","COVER","","FLOR","1","0","0","H87","0"
"100332392","75C14111645W16H","COVER BLANK","","FLOR","10","0","0","H87","0"
"100332393","75C14111645W20H","COVER","","FLOR","10","0","0","H87","0"
"100332394","75C14111645W22H","TOP COVER 45X22","","FLOR","1","0","0","H87","0"
"100332395","75C14111645W48H","BLANK FRONT COVER 45W 48H","","FLOR","6","0","0","H87","0"
"100332396","75C14111650W04H","COVER BLANK","","FLOR","14","0","0","H87","0"
"100332397","75C14111650W08H","COVER BLANK","","FLOR","10","0","0","H87","0"
"100332398","75C14111650W12H","COVER","","FLOR","2","0","0","H87","0"
"100332399","75C14111650W16H","COVER","","FLOR","7","0","0","H87","0"
"100332400","75C14111650W17H","COVER BLANK","","FLOR","1","0","0","H87","0"
"100332401","75C14111650W20H","COVER","","FLOR","29","0","0","H87","0"
"100332402","75C14111650W22H","COVER S/B 50 X 22","","FLOR","2","0","0","H87","0"
"100332403","75C14111650W24H","COVER BLANK","","FLOR","3","0","0","H87","0"
"100332404","75C14111650W28H","COVER","","FLOR","1","0","0","H87","0"
"100332405","75C14111655W04H","COVER BLANK","","FLOR","1","0","0","H87","0"
"100332406","75C14111655W08H","COVER BLANK","","FLOR","1","0","0","H87","0"
"100332407","75C14111655W12H","SCREW-ON COVER -.061","","FLOR","1","0","0","H87","0"
"100332408","75C14111655W20H","COVER BLANK","","FLOR","1","0","0","H87","0"
"100332409","75C14111655W24H","COVER BLANK","","FLOR","1","0","0","H87","0"
"100332410","75C14111655W28H","COVER BLANK","","FLOR","1","0","0","H87","0"
"100332411","75C14111660W08H","SCREW-ON COVER -.061","","FLOR","1","0","0","H87","0"
"100332412","75C14111660W14H","COVER BLANK","","FLOR","6","0","0","H87","0"
"100332413","75C14111660W20H","COVER BLANK","","FLOR","4","0","0","H87","0"
"100332414","75C14111735W32H","COVER BLANK","","FLOR","6","0","0","H87","0"
"100332415","75C14111735W37H","COVER BLANK","","FLOR","2","0","0","H87","0"
"100332416","75C14111760W32H","COVER BLANK","","FLOR","1","0","0","H87","0"
"100332417","75C14112335W03H","COVER","","FLOR","22","0","0","H87","0"
"100332418","75C14112335W05H","COVER AUX","","FLOR","4","0","0","H87","0"
"100332419","75C14112335W07H","COVER AUX","","FLOR","3","0","0","H87","0"
"100332420","75C14112340W03H","COVER AUX 40W 03H","","FLOR","14","0","0","H87","0"
"100332421","75C14112340W05H","COVER AUX","","FLOR","3","0","0","H87","0"
"100332422","75C14112430W","FLOOR SILL","","FLOR","20","0","0","H87","0"
"100332423","75C14112435W","FLOOR SILL - 35","","FLOR","3","0","0","H87","0"
"100332424","75C14112440W","FLOOR SILL - 40","","FLOR","6","0","0","H87","0"
"100332425","75C14112445W","FLOOR SILL - 45","","FLOR","10","0","0","H87","0"
"100332426","75C14112450W","FLOOR SILL - 50","","FLOR","8","0","0","H87","0"
"100332427","75C141133P113","LIFTING BRACKET","","FLOR","759","0","0","H87","0"
"100332428","75C141133P134","BRACKET","","FLOR","76","0","0","H87","0"
"100332429","75C141133P135","CABLE TIE","","FLOR","3","0","0","H87","0"
"100332430","75C141133P136","CONDUCT TUBING","","FLOR","17","0","0","H87","0"
"100332431","75C141133P137","CABLE TIE","","FLOR","3","0","0","H87","0"
"100332432","75C141133P138","CABLE TIE","","FLOR","22","0","0","H87","0"
"100332433","75C141133P139","TUBE BRACKET","","FLOR","6","0","0","H87","0"
"100332434","75C141133P145","CABLE TIE RACK","","FLOR","1","0","0","H87","0"
"100332435","75C141133P159","CABLE TIE","","FLOR","3","0","0","H87","0"
"100332436","75C141133P166X","STEEL SHOOT BOLT GUIDE VLT HDL","","FLOR","4","0","0","H87","0"
"100332437","75C14115035W07H","TOP FRT COVER 35W 07H EU CT","","FLOR","25","0","0","H87","0"
"100332438","75C141258P113","BRACKET , HORIZ BARRIER","","FLOR","935","0","0","H87","0"
"100332439","75C141258P114","HASP SINGLE DOOR","","FLOR","143","0","0","H87","0"
"100332440","75C141258P127","ARM EXT","","FLOR","246","0","0","H87","0"
"100332441","75C141258P129","ARM EXT FOR T-HANDEL 36H DOOR","","FLOR","27","0","0","H87","0"
"100332442","75C141258P130","ARM EXT FOR T-HANDEL 40H DOOR","","FLOR","98","0","0","H87","0"
"100332443","75C141258P131","BRACKETS","","FLOR","204","0","0","H87","0"
"100332444","75C141258P150","ARM EXT FOR T-HANDEL 52H DOOR","","FLOR","57","0","0","H87","0"
"100332445","75C141258P154","ARM EXT FOR 3R HANDLE 40H DOOR","","FLOR","4","0","0","H87","0"
"100332446","75C141258P165","DOOR STOP","","FLOR","60","0","0","H87","0"
"100332447","75C141258P167","BRACKET 30W","","FLOR","10","0","0","H87","0"
"100332448","75C141258P176","DOOR SEALING BRACKET (DE)","","FLOR","260","0","0","H87","0"
"100332449","75C141258P606","BASE PLATE","","FLOR","7","0","0","H87","0"
"100332450","75C141326P1","BARREL LOCK BRACKET","","FLOR","620","0","0","H87","0"
"100332451","75C141591P104","TEST BLOCK COVER PLATE","","FLOR","28","0","0","H87","0"
"100332452","75C141844P106","BRACKET","","FLOR","313","0","0","H87","0"
"100332453","75C141844P107","SUPPORT MTG BRKT 1.5 OFFSET","","FLOR","520","0","0","H87","0"
"100332454","75C141844P108","SUPPORT MTG BRKT 1.5 OFFSET","","FLOR","176","0","0","H87","0"
"100332455","75C141844P109","SUPPORT MTG BRKT 1.5 OFFSET","","FLOR","530","0","0","H87","0"
"100332456","75C141844P110","SUPPORT MTG BRKT 6.5 OFFSET","","FLOR","134","0","0","H87","0"
"100332457","75C141844P111","SUPPORT MTG BRKT 1.5 OFFSET","","FLOR","320","0","0","H87","0"
"100332458","75C141844P112","SUPPORT MTG BRKT 1.5 OFFSET","","FLOR","73","0","0","H87","0"
"100332459","75C141844P114","SUPPORT MTG BRKT 6.5 OFFSET","","FLOR","208","0","0","H87","0"
"100332460","75C141844P115","SUPPORT MTG BRKT 6.5 OFFSET","","FLOR","169","0","0","H87","0"
"100332461","75C141844P116","SUPPORT MTG BRKT 6.5 OFFSET","","FLOR","66","0","0","H87","0"
"100332462","75C141844P117","SUPPORT MTG BRKT 6.5 OFFSET","","FLOR","7","0","0","H87","0"
"100332463","75C141844P119","SUPPORT MTG BRKT CORNER POST","","FLOR","190","0","0","H87","0"
"100332464","75C141844P121","SUPPORT MTG BRKT CORNER POST","","FLOR","86","0","0","H87","0"
"100332465","75C141844P122","V/B MTG BRKT","","FLOR","185","0","0","H87","0"
"100332466","75C141844P123","SUPPORT MTG BRKT CORNER POST","","FLOR","152","0","0","H87","0"
"100332467","75C141844P124","SUPPORT MTG BRKT CORNER POST","","FLOR","7","0","0","H87","0"
"100332468","75C141844P125","BRACKET TIER THK .126-.250","","FLOR","36","0","0","H87","0"
"100332469","75C141844P127","SUPPORT BRKT .376","","FLOR","29","0","0","H87","0"
"100332470","75C141844P138","MTG BRKT","","FLOR","2","0","0","H87","0"
"100332471","75C141844P139","MTG BRKT","","FLOR","8","0","0","H87","0"
"100332472","75C141844P142","MTG BRKT","","FLOR","8","0","0","H87","0"
"100332473","75C141844P144","CABLE BRKT","","FLOR","2","0","0","H87","0"
"100332474","75C141844P161","SUPPORT BKT 6.5OFF 3STGR 30W","","FLOR","4","0","0","H87","0"
"100332475","75C143005P114","TP","","FLOR","6","0","0","H87","0"
"100332476","75C143026P104","STUB COVER","","FLOR","1","0","0","H87","0"
"100332477","75C143026P109","STUM COVER","","FLOR","1","0","0","H87","0"
"100332478","75C143026P111","STUB COVER","","FLOR","2","0","0","H87","0"
"100332479","75C143026P117","STUB COVER","","FLOR","2","0","0","H87","0"
"100332480","75C143026P137R","STUB COVER 2 STK 45D","","FLOR","1","0","0","H87","0"
"100332481","75C14302730W40D","AUX COVER 30W 40D","","FLOR","1","0","0","H87","0"
"100332483","75C14302740W45D","AUX COVER 40W 45D","","FLOR","4","0","0","H87","0"
"100332484","75C14302740W60D","AUX COVER 40W 60D","","FLOR","2","0","0","H87","0"
"100332485","75C143034P107A","SPACER FOR 40A HALF NEUT AL","","FLOR","62","0","0","H87","0"
"100332486","75C143034P116A","SPACER","","FLOR","42","0","0","H87","0"
"100332487","75C143034P138A","SPACER AL LINE","","FLOR","12","0","0","H87","0"
"100332489","75C143046P125","SPACER CU LINE","","FLOR","4","0","0","H87","0"
"100332490","75C143046P129","SPACER - EU C/T 40A","","FLOR","71","0","0","H87","0"
"100332491","75C143046P130","SPACER - 12A EU C PH C/T BUS","","FLOR","1","0","0","H87","0"
"100332492","75C143113P137","5 EXTENSION 10A/20A CU","","FLOR","20","0","0","H87","0"
"100332493","75C143113P151","ADAPTER BUS","","FLOR","22","0","0","H87","0"
"100332494","75C143113P216","5 EXTENSION 40A CU","","FLOR","5","0","0","H87","0"
"100332495","75C143113P226","10 EXTENSION 08A/16A CU","","FLOR","6","0","0","H87","0"
"100332496","75C143113P227","10 EXTENSION 10A/20A CU","","FLOR","30","0","0","H87","0"
"100332497","75C143113P232","STRAP ADAPTER","","FLOR","6","0","0","H87","0"
"100332498","75C143114P217A","ADAPTER","","FLOR","4","0","0","H87","0"
"100332500","75C143114P228A","10 EXTENSION 08A/16A AL","","FLOR","2","0","0","H87","0"
"100332501","75C143114P232A","10 EXTENSION 30A AL","","FLOR","2","0","0","H87","0"
"100332502","75C143114P261A","ADAPTER","","FLOR","12","0","0","H87","0"
"100332503","75C143114P262A","TIER BUS EXTENSION - ALUM","","FLOR","5","0","0","H87","0"
"100332504","75C143114P283A","BUS CONNECTION AL","","FLOR","3","0","0","H87","0"
"100332505","75C143189P156","LUG STRAP CU","","FLOR","11","0","0","H87","0"
"100332506","75C143191P154A","LUG STRAP","","FLOR","3","0","0","H87","0"
"100332507","75C14320105A04HKT","FLAT VERT BUS CU","","FLOR","2","0","0","H87","0"
"100332508","75C14320105A08H","FLAT VERT BUS CU","","FLOR","37","0","0","H87","0"
"100332509","75C14320105A12H","FLAT VERT BUS CU","","FLOR","9","0","0","H87","0"
"100332510","75C14320105A16H","FLAT VERT BUS CU","","FLOR","1","0","0","H87","0"
"100332511","75C14320105A18H","FLAT VERT BUS CU","","FLOR","1","0","0","H87","0"
"100332512","75C14320105A26H","FLAT VERT BUS CU","","FLOR","1","0","0","H87","0"
"100332513","75C14320105A30H","FLAT VERT BUS CU","","FLOR","7","0","0","H87","0"
"100332514","75C14320105A30HKT","FLAT VERT BUS CU","","FLOR","28","0","0","H87","0"
"100332515","75C14320105A32H","FLAT VERT BUS CU","","FLOR","11","0","0","H87","0"
"100332516","75C14320105A34H","VERT BUS","","FLOR","4","0","0","H87","0"
"100332517","75C14320105A36H","FLAT VERT BUS CU","","FLOR","2","0","0","H87","0"
"100332518","75C14320105A38H","FLAT VERT BUS CU","","FLOR","4","0","0","H87","0"
"100332519","75C14320105A44H","FLAT VERT BUS CU","","FLOR","4","0","0","H87","0"
"100332520","75C14320105A46H","FLAT VERT BUS CU","","FLOR","4","0","0","H87","0"
"100332521","75C14320105A52H","FLAT VERT BUS CU","","FLOR","26","0","0","H87","0"
"100332522","75C14320107A06H","FLAT VERT BUS CU","","FLOR","6","0","0","H87","0"
"100332523","75C14320107A08H","FLAT VERT BUS CU","","FLOR","1","0","0","H87","0"
"100332524","75C14320107A14H","FLAT VERT BUS CU","","FLOR","6","0","0","H87","0"
"100332525","75C14320107A16H","FLAT VERT BUS CU","","FLOR","2","0","0","H87","0"
"100332526","75C14320107A22H","FLAT VERT BUS CU","","FLOR","6","0","0","H87","0"
