"Phys. Inventory Doc.","Material","Description","Plant","Storage Location","Book quantity (MB52)","Qty Counted","Difference Quantity","Base Unit of Measure","Net Cost Difference"
"100328285","270A0567P14KT","SC TIER CU 40A T1 TOP CPH INN","","FLOR","1","0","0","H87","0"
"100328286","270A0568P14KT","SC TIER CU 40A T1 TOP BPH OUT","","FLOR","1","0","0","H87","0"
"100328287","270A0569P14KT","SC TIER CU 40A T1 TOP BPH MID","","FLOR","1","0","0","H87","0"
"100328288","270A0570P14KT","SC TIER CU 40A T1 TOP BPH INN","","FLOR","1","0","0","H87","0"
"100328289","270A0571P14KT","SC TIER CU 40A T1 TOP NEU APH INN","","FLOR","2","0","0","H87","0"
"100328290","270A0572P14KT","SC TIER CU 40A T1 BOT NEU APH INN","","FLOR","2","0","0","H87","0"
"100328291","270A0573P14KT","SC TIER CU 40A T1 BOT NEU APH OUT","","FLOR","2","0","0","H87","0"
"100328292","270A0667P14SM","SA AUX NEUT 30A SE 30D IV","","FLOR","9","0","0","H87","0"
"100328293","270A0670P14SM","SC VERTICAL NEUT LINK 8-20A RG","","FLOR","2","0","0","H87","0"
"100328294","270A0671P14SM","SC VERTICAL NEUTRAL 08/16A RG","","FLOR","2","0","0","H87","0"
"100328295","270A0684P14","SM MTG BRCKT CT 142-202 40W REAR","","FLOR","8","0","0","H87","0"
"100328296","270A0685P14","SM MTG BRCKT CT 142-202 40W REAR","","FLOR","8","0","0","H87","0"
"100328297","270A0720P14","SM FH BARRIER 45D","","FLOR","1","0","0","H87","0"
"100328298","270A0734P14SM","SA AUX NEUTRAL LUGS 800A","","FLOR","3","0","0","H87","0"
"100328299","270A0736P14SM","SA AUX NEUTRAL CON 800A","","FLOR","1","0","0","H87","0"
"100328300","270A0754P14KT","SC AUX GND BR/TL 40D 30A","","FLOR","3","0","0","H87","0"
"100328301","270A0755P14KT","SC AUX GND BL/TR 40D 30A","","FLOR","6","0","0","H87","0"
"100328302","270A0758P14KT","SC GND BUS REAR 40W .20THK X 4","","FLOR","12","0","0","H87","0"
"100328303","270A0766P14SM","SC GND BONDING 20A RG-BW","","FLOR","1","0","0","H87","0"
"100328304","270A0777P14","SM AUX NEUT BRACKET 2","","FLOR","1","0","0","H87","0"
"100328305","270A0778P14","SM AUX NEUT BRACKET 2.5 STRINGER SM AUX","","FLOR","1","0","0","H87","0"
"100328306","270A0779P14KT","SC GND FNT ACC 2","","FLOR","8","0","0","H87","0"
"100328307","270A0848P14KT","SC AUX GND BUS 30D 08A","","FLOR","1","0","0","H87","0"
"100328308","270A0849P14KT","SC GND BONDING","","FLOR","1","0","0","H87","0"
"100328309","270A0891P14KT","SC GND RISER CU 62 CL HAT SHAPE","","FLOR","1","0","0","H87","0"
"100328310","270A0957P14KT","SC NEUT DISC 12A","","FLOR","1","0","0","H87","0"
"100328311","270A1013P1","SUPT NEUTRAL BUS","","FLOR","142","0","0","H87","0"
"100328312","270A1021P14SM","SA BUS SPLICE 40A 15D SPEC - SPEC","","FLOR","6","0","0","H87","0"
"100328313","270A1025P14SM","SA BUS SPLICE 40A 15D SPEC - SPEC","","FLOR","11","0","0","H87","0"
"100328314","270A1048P1","LINE SIDE BARRIER","","FLOR","13","0","0","H87","0"
"100328315","270A1088P14","SM UPS SUPPORT L BRACKET 3 STRINGER","","FLOR","8","0","0","H87","0"
"100328316","270A1097P14SM","SC ADAPTER VERT BUS 7 IN 20A","","FLOR","6","0","0","H87","0"
"100328317","270A1121P1","GUIDE PLATE","","FLOR","67","0","0","H87","0"
"100328318","270A1134P1SM","BUS BAR","","FLOR","4","0","0","H87","0"
"100328319","270A1135P14SM","SC PH CONNECTION 12A MCC COORDINATION","","FLOR","2","0","0","H87","0"
"100328320","270A1135P1KT","BUS BAR","","FLOR","4","0","0","H87","0"
"100328321","270A1135P1SM","BUS BAR","","FLOR","4","0","0","H87","0"
"100328322","270A1137P14","SM HAT TYPE MTG BRKT FOR 4NWP100201R0011","","FLOR","3","0","0","H87","0"
"100328323","270A1155P1","BRACKET","","FLOR","70","0","0","H87","0"
"100328324","270A1155P4","BRACKET","","FLOR","21","0","0","H87","0"
"100328325","270A1155P8","BRACKET","","FLOR","10","0","0","H87","0"
"100328326","270A1157P1","BRACKET","","FLOR","1","0","0","H87","0"
"100328327","270A1157P2","BRACKET","","FLOR","1","0","0","H87","0"
"100328328","270A1171P8SM","BUS BAR","","FLOR","3","0","0","H87","0"
"100328329","270A1171P9SM","BUS BAR","","FLOR","4","0","0","H87","0"
"100328330","270A1191P2","PNL SHIELD TOP & BOT","","FLOR","5","0","0","H87","0"
"100328331","270A1192P2","LH SUPT BRACKET","","FLOR","8","0","0","H87","0"
"100328332","270A1193P14","SM FHB 35D TM20&30 N34 G79","","FLOR","3","0","0","H87","0"
"100328333","270A1194P2","RH SUPT BRACKET","","FLOR","4","0","0","H87","0"
"100328334","270A1195P1","PNL SHIELD BACK BRKT","","FLOR","9","0","0","H87","0"
"100328335","270A1195P2","BARRIER","","FLOR","8","0","0","H87","0"
"100328336","270A1195P3","BARRIER","","FLOR","14","0","0","H87","0"
"100328337","270A1196P1","FIRST MADE","","FLOR","6","0","0","H87","0"
"100328338","270A1200P11","SIDE COVER PLATE","","FLOR","2","0","0","H87","0"
"100328339","270A1225P14KT","SC SPLIT NEUTRAL CU 20A","","FLOR","2","0","0","H87","0"
"100328340","270A1226P14KT","SC AUX NEUTRAL W SENSOR CU 20A OUT","","FLOR","1","0","0","H87","0"
"100328341","270A1227P14KT","SC AUX NEUTRAL W SENSOR CU 20A INN","","FLOR","1","0","0","H87","0"
"100328342","270A1266P14","SM FHB 35D TMB CMB N34 GND79","","FLOR","1","0","0","H87","0"
"100328343","270A1279P1","SPACER - STD LUG","","FLOR","280","0","0","H87","0"
"100328344","270A1327P2SM","RISER","","FLOR","6","0","0","H87","0"
"100328345","270A1351P1","K LOCK SPACER","","FLOR","119","0","0","H87","0"
"100328346","270A1356P1","SPACER","","FLOR","2740","0","0","H87","0"
"100328347","270A1365P2SM","GROUND BUS SPLICE","","FLOR","6","0","0","H87","0"
"100328348","270A1365P6KT","GROUND BUS SPLICE","","FLOR","15","0","0","H87","0"
"100328349","270A1370P1SM","GRD BUS SPLICE","","FLOR","4","0","0","H87","0"
"100328350","270A1370P7SM","NEUTRAL BUS SPLICE","","FLOR","7","0","0","H87","0"
"100328351","270A1393P1","RELAY MOUNTING PLATE","","FLOR","140","0","0","H87","0"
"100328352","270A1422P1","BRACKET, BARRIER SUPPORT","","FLOR","41","0","0","H87","0"
"100328353","270A1428P12","BRACKET","","FLOR","2","0","0","H87","0"
"100328354","270A1428P2","BRACKET 2.61 H","","FLOR","9","0","0","H87","0"
"100328355","270A1428P3","BRACKET","","FLOR","7","0","0","H87","0"
"100328356","270A1428P4","BRACKET","","FLOR","17","0","0","H87","0"
"100328357","270A1453P3","LEX BAR","","FLOR","1","0","0","H87","0"
"100328358","270A1455P1","THERMOSTAT MTG BRACKET","","FLOR","206","0","0","H87","0"
"100328359","270A1473P14KT","SC REAR NEUTRAL SPLIT CU 30A","","FLOR","3","0","0","H87","0"
"100328360","270A1474P14KT","SC REAR NEUTRAL SPLIT CU 30A","","FLOR","3","0","0","H87","0"
"100328361","270A1475P14KT","SC DISC NEUTRAL 30/60A 35W","","FLOR","3","0","0","H87","0"
"100328362","270A1488P14SM","SC AUXILIARY NEUT BUS 30A CU TL/BR 45D","","FLOR","9","0","0","H87","0"
"100328363","270A1489P1","USE X270A1489P1","","FLOR","36","0","0","H87","0"
"100328364","270A1495P9","BARRIER, MAIN BUS 20W, 3INCH S","","FLOR","3","0","0","H87","0"
"100328365","270A1511P1","BARRIER PH.A 1600A MLO","","FLOR","128","0","0","H87","0"
"100328366","270A1512P1","BRACKET","","FLOR","46","0","0","H87","0"
"100328367","270A1523P1","SPACER","","FLOR","6","0","0","H87","0"
"100328368","270A1546P5","K-FRAME FULL LENGTH BARRIERS","","FLOR","1","0","0","H87","0"
"100328369","270A1547P1","MTG PLATE","","FLOR","67","0","0","H87","0"
"100328370","270A1575P1","BRACKET","","FLOR","4","0","0","H87","0"
"100328371","270A1586P4","BRACKET","","FLOR","100","0","0","H87","0"
"100328372","270A1601P1","SUPPORT BRKT. (ISOLATED NEUTRA","","FLOR","36","0","0","H87","0"
"100328373","270A1601P2","SUPPORT BRKT. (ISOLATED NEUTRA","","FLOR","42","0","0","H87","0"
"100328374","270A1607P14SM","SC BONDING JUMPER RG","","FLOR","1","0","0","H87","0"
"100328375","270A1614P1","TOP SPACER FOR MOUNTING SZ2","","FLOR","13","0","0","H87","0"
"100328376","270A1615P1","BOTTOM SPACER FOR MOUNTING SZ2","","FLOR","75","0","0","H87","0"
"100328377","270A1615P14","SM FHB 30D TB15 N34 G67","","FLOR","1","0","0","H87","0"
"100328378","270A1624P14KT","SC ADAPTER MB-BW 30A","","FLOR","3","0","0","H87","0"
"100328379","270A1625P14KT","SC ADAPTER MB-BW 30A","","FLOR","3","0","0","H87","0"
"100328380","270A1625P14SM","SC ADAPTER MB-BW 30A","","FLOR","8","0","0","H87","0"
"100328381","270A1635P14SM","SA NEUT BW W/PLUG 12/25A 35W","","FLOR","3","0","0","H87","0"
"100328382","270A1638P14","SM RECP BRACING BRKT 16A","","FLOR","2","0","0","H87","0"
"100328383","270A1640P1","RED EGGS ADAPTER PLATE","","FLOR","1","0","0","H87","0"
"100328384","270A1752P14","SM BRKT XT7 MOUNTING BOTTOM LEFT","","FLOR","1","0","0","H87","0"
"100328385","270A1753P14","SM BRKT XT7 MOUNTING BOTTOM RIGHT","","FLOR","1","0","0","H87","0"
"100328386","270A1760P14KT","SC RSB EMAX2 CU NEU REAR SPLICE","","FLOR","4","0","0","H87","0"
"100328387","270A1769P14SM","SC ADAPTER BW 40A RG","","FLOR","3","0","0","H87","0"
"100328388","270A1770P14SM","SC ADAPTER BW 40A RG","","FLOR","3","0","0","H87","0"
"100328389","270A17787P14SM","SC ESC SPLICE NEUT EVO-SPC 10A","","FLOR","1","0","0","H87","0"
"100328390","270A1817P14","SM BASEPLATE 11W 11H","","FLOR","4","0","0","H87","0"
"100328391","270A1820P14KT","SC NEUTRAL RISER VERT BAR BW 16A","","FLOR","8","0","0","H87","0"
"100328392","270A1821P14KT","SC NEUTRAL RISER VERT BAR BW 16A","","FLOR","4","0","0","H87","0"
"100328393","270A1822P14KT","SC NEUTRAL RISER VERT BAR BW 16A","","FLOR","3","0","0","H87","0"
"100328394","270A1848P14","SM FHB 40D BMB 20 N7 G17 SPECTRA","","FLOR","2","0","0","H87","0"
"100328395","270A1866P1","CARRAIGE STOPPER, 250A","","FLOR","70","0","0","H87","0"
"100328396","270A1875P14","SM FHB 45D CMB30 N77 G67 06 OFF","","FLOR","1","0","0","H87","0"
"100328397","270A1947P1","NEUTRAL SPACER BRACKET","","FLOR","34","0","0","H87","0"
"100328398","270A1947P2","NEUTRAL SPACER BRACKET","","FLOR","4","0","0","H87","0"
"100328399","270A1962P2","SPACER INSULATOR BRACKET","","FLOR","9","0","0","H87","0"
"100328400","270A1968P14","SM BARR BRKT-STR 5 OFF","","FLOR","1","0","0","H87","0"
"100328401","270A1971P4","Bus barrier upper 20W 2500A/3200A","","FLOR","9","0","0","H87","0"
"100328402","270A1975P1","HEAT SINK THREAD PLATE","","FLOR","4","0","0","H87","0"
"100328403","270A1987P1","AR SIDE COVER - LEXAN","","FLOR","4","0","0","H87","0"
"100328404","270A1988P1","AR SIDE COVER - METAL","","FLOR","8","0","0","H87","0"
"100328405","270A2004P14","SM FHB TMB20 N34 G79 40D SPECTRA","","FLOR","1","0","0","H87","0"
"100315302","LISMTY557P1","PLACA CPT 40","","FLOR","573","0","0","H87","0"
"100328407","270A2030P2","Cable side support","","FLOR","4","0","0","H87","0"
"100328408","270A2031P2","CABLE MAIN SUPPORT 30W","","FLOR","4","0","0","H87","0"
"100328409","270A2042P5","SPACER TRANSITION","","FLOR","1","0","0","H87","0"
"100328410","270A2079P1","Mullion W20","","FLOR","8","0","0","H87","0"
"100328412","270A2080P14","SM AUX NEUTRAL BRACKET NEUT 69","","FLOR","1","0","0","H87","0"
"100328413","270A2085P1","Ventilated roof base plate W20","","FLOR","15","0","0","H87","0"
"100328414","270A2085P3","VENTILATED ROOF BASE PLATE W30","","FLOR","2","0","0","H87","0"
"100328415","270A2093P1","Side Channel Cover_p1","","FLOR","4","0","0","H87","0"
"100328416","270A2105P1","VENTILATED ROOF FRONT WALL W20","","FLOR","29","0","0","H87","0"
"100328417","270A2105P3","VENTILATED ROOF FRONT WALL W30","","FLOR","4","0","0","H87","0"
"100328418","270A2106P1","VENTILATED ROOF SIDE WALL","","FLOR","34","0","0","H87","0"
"100328419","270A2113P2","SHELF","","FLOR","2","0","0","H87","0"
"100328420","270A2125P1","Bracket","","FLOR","28","0","0","H87","0"
"100328421","270A2126P1","RIGHT WING PLATE","","FLOR","14","0","0","H87","0"
"100328422","270A2130P1","VBS right wingplate splice plug 20W","","FLOR","24","0","0","H87","0"
"100328423","270A2146P14","SM BASEPLATE FOXBAT 40W","","FLOR","39","0","0","H87","0"
"100328424","270A2177P1","DOOR TOP WIREWAY TYPE1/2/3R NONAR 20W","","FLOR","22","0","0","H87","0"
"100328425","270A2177P2","DOOR TOP WIREWAY TYPE1/2/3R NONAR 24W","","FLOR","5","0","0","H87","0"
"100328426","270A2177P3","DOOR TOP WIREWAY TYPE1/2/3R NONAR 30W","","FLOR","2","0","0","H87","0"
"100328427","270A2182P14","SM BRKT TIER 7.5CL","","FLOR","2","0","0","H87","0"
"100328428","270A2183P14","SM BRKT TIER 7.5CL","","FLOR","4","0","0","H87","0"
"100328429","270A2200P4","EMAX2.2 FIX MTG PLATE 30W","","FLOR","2","0","0","H87","0"
"100328430","270A2211P1","EMAX SPACER INSULATOR SUPPORT","","FLOR","8","0","0","H87","0"
"100328431","270A2211P2","EMAX SPACER INSULATOR SUPPORT","","FLOR","4","0","0","H87","0"
"100328432","270A2211P3","EMAX SPACER INSULATOR SUPPORT","","FLOR","4","0","0","H87","0"
"100328433","270A2211P4","EMAX SPACER INSULATOR SUPPORT","","FLOR","4","0","0","H87","0"
"100328434","270A2214P1","EMAX SHELF SUPPORT","","FLOR","4","0","0","H87","0"
"100328435","270A2215P1","EMAX STOP BRACKET","","FLOR","16","0","0","H87","0"
"100328436","270A2216P4","EMAX 2.2 BARRIER UPPER","","FLOR","1","0","0","H87","0"
"100328437","270A2216P9","EMAX 4.2 BARRIER UPPER","","FLOR","1","0","0","H87","0"
"100328438","270A2217P4","EMAX BARRIER LOWER","","FLOR","1","0","0","H87","0"
"100328439","270A2221P2","BUS BARRIER 30W","","FLOR","1","0","0","H87","0"
"100328440","270A2232P2","VFD_FEEDER_FUSES_PLATE","","FLOR","4","0","0","H87","0"
"100328441","270A2240P1","VFD_Z_BRACKET_WELDED_STIFFENER","","FLOR","12","0","0","H87","0"
"100328442","270A2240P2","VFD_Z_BRACKET_WELDED_STIFFENER_VERTICAL","","FLOR","12","0","0","H87","0"
"100328443","270A2241P1","VFD_Z_BRACKET_DRIVE_R10","","FLOR","6","0","0","H87","0"
"100328444","270A2242P1","VFD_BEAM_DRIVE_SUPPORT_W30","","FLOR","15","0","0","H87","0"
"100328445","270A2244P1","VFD_DRIVE_HORIZ_BEAM_R10","","FLOR","3","0","0","H87","0"
"100328446","270A2251P1","BRKT_LEFT_SUPP_XT7_FEEDER","","FLOR","3","0","0","H87","0"
"100328447","270A2251P2","BRKT_RIGHT_SUPP_XT7_FEEDER","","FLOR","3","0","0","H87","0"
"100328448","270A2277P14SM","SA NEUT BUS W BW RISER 30A 35W","","FLOR","3","0","0","H87","0"
"100328449","270A2290P14","MTG BRKT","","FLOR","2","0","0","H87","0"
"100328450","270A2295P14SM","SA SPLICE OFFSET 40A","","FLOR","3","0","0","H87","0"
"100328451","270A2296P14SM","SA SPLICE OFFSET 40A","","FLOR","3","0","0","H87","0"
"100328452","270A2298P14SM","SA SPLICE OFFSET 40A","","FLOR","3","0","0","H87","0"
"100328453","270A2302P4","VFD580","","FLOR","14","0","0","H87","0"
"100328454","270A2302P6","VFD580","","FLOR","7","0","0","H87","0"
"100328455","270A2312P10","BACKPLATESUB_SB 12H","","FLOR","65","0","0","H87","0"
"100328456","270A2319P106","ACS580_MOUNTING_PLATE 24W X 42H","","FLOR","3","0","0","H87","0"
"100328457","270A2319P116","ACS580_MOUNTING_PLATE_30W X 16H","","FLOR","1","0","0","H87","0"
"100328458","270A2319P39","ACS580_MOUNTING_PLATE 20W X 48H","","FLOR","5","0","0","H87","0"
"100328459","270A2319P41","ACS580_MOUNTING_PLATE 20W X 36H","","FLOR","11","0","0","H87","0"
"100328460","270A2319P49","ACS580_MOUNTING_PLATE 24W X 54H","","FLOR","6","0","0","H87","0"
"100328461","270A2319P67","ACS580_MOUNTING_PLATE 20W X 54H","","FLOR","3","0","0","H87","0"
"100328462","270A2319P69","ACS580_MOUNTING_PLATE 20W X 42H","","FLOR","2","0","0","H87","0"
"100328463","270A2331P1","ACS580_BUBBLE_R4&R5","","FLOR","3","0","0","H87","0"
"100328464","270A2336P13","MTG PLATE_VFD EXTRA DEVICES 24 IN","","FLOR","8","0","0","H87","0"
"100328465","270A2336P18","MTG PLATE_VFD EXTRA DEVICES 22.5 IN","","FLOR","19","0","0","H87","0"
"100328466","270A2336P19","MTG PLATE_VFD EXTRA DEVICES 38 IN","","FLOR","3","0","0","H87","0"
"100328467","270A2337P1","MOUNTING BRACKET 8.5 H X 9.07 W","","FLOR","4","0","0","H87","0"
"100328468","270A2337P5","MOUNTING BRACKET 8.5 H X 12.32 W","","FLOR","3","0","0","H87","0"
"100328469","270A2353P1","BRACKET","","FLOR","17","0","0","H87","0"
"100328470","270A2381P1","SUPPORT FOR FILTER TO AIR INLET 5.5 R","","FLOR","122","0","0","H87","0"
"100328471","270A2381P13","SUPPORT FOR FILTER TO AIR INLET 1.5 R","","FLOR","108","0","0","H87","0"
"100328472","270A2381P14","SUPPORT FOR FILTER TO AIR INLET 1.5 L","","FLOR","108","0","0","H87","0"
"100328473","270A2381P15","SUPPORT FOR FILTER TO AIR INLET 8 R","","FLOR","17","0","0","H87","0"
"100328474","270A2381P16","SUPPORT FOR FILTER TO AIR INLET 8 L","","FLOR","15","0","0","H87","0"
"100328475","270A2381P17","SUPPORT FOR FILTER TO AIR INLET 4 R","","FLOR","169","0","0","H87","0"
"100328476","270A2381P18","SUPPORT FOR FILTER TO AIR INLET 4 L","","FLOR","23","0","0","H87","0"
"100328478","270A2381P2","SUPPORT FOR FILTER TO AIR INLET 5.5 L","","FLOR","119","0","0","H87","0"
"100328480","270A2381P3","SUPPORT FOR FILTER TO AIR INLET 3.5 R","","FLOR","3","0","0","H87","0"
"100328481","270A2381P4","SUPPORT FOR FILTER TO AIR INLET 3.5 L","","FLOR","3","0","0","H87","0"
"100328482","270A2381P5","SUPPORT FOR FILTER TO AIR INLET 18 R","","FLOR","6","0","0","H87","0"
"100328483","270A2381P6","SUPPORT FOR FILTER TO AIR INLET 18 L","","FLOR","6","0","0","H87","0"
"100328484","270A2390P1","BRKT","","FLOR","9","0","0","H87","0"
"100328485","270A2390P3","BRKT","","FLOR","4","0","0","H87","0"
"100328486","270A2396P1","XT5 FEEDER BACKPLATE","","FLOR","3","0","0","H87","0"
"100328487","270A2396P2","XT5 FEEDER BACKPLATE 18H","","FLOR","3","0","0","H87","0"
"100328488","270A2404P1","SMRT_FVNR","","FLOR","6","0","0","H87","0"
"100328489","270A2404P2","SMRT_FVNR","","FLOR","26","0","0","H87","0"
"100328490","270A2404P3","SMRT_FVNR","","FLOR","1","0","0","H87","0"
"100328491","270A2404P4","SMRT_FVNR, SADDLE PLATE, 30 INCH","","FLOR","4","0","0","H87","0"
"100328492","270A2404P5","SMRT_FVNR","","FLOR","2","0","0","H87","0"
"100328493","270A2409P14","SM BREAKER LIFTING BEAM 2.2 & 4","","FLOR","268","0","0","H87","0"
"100328494","270A2413P1","XT5 SADDLE LOCK RETAINER","","FLOR","130","0","0","H87","0"
"100328495","270A2421P13","MTG_BRKT_5.2Wx18.5H_FVNR","","FLOR","3","0","0","H87","0"
"100328496","270A2451P1","BRACKET CPT FUSES","","FLOR","6","0","0","H87","0"
"100328497","270A2451P2","BRACKET_CPT_FUSES_2H","","FLOR","13","0","0","H87","0"
"100328498","270A2455P4","BRKT_TO_MOUNT_CPT_FUSES_INST4","","FLOR","53","0","0","H87","0"
"100328499","270A2455P5","BRKT_TO_MOUNT_CPT_FUSES_INST5","","FLOR","26","0","0","H87","0"
"100328500","270A2468P14KT","SC BONDING JUMPER 30A","","FLOR","3","0","0","H87","0"
"100328501","270A2468P14SM","SC BONDING JUMPER 30A","","FLOR","1","0","0","H87","0"
"100328502","270A2471P14KT","SC MB CONN PH A","","FLOR","6","0","0","H87","0"
"100328503","270A2479P14KT","SC NEUT BACK CONN 40A RG","","FLOR","1","0","0","H87","0"
"100328504","270A2480P14KT","SC NEUT BACK CONN 40A RG","","FLOR","1","0","0","H87","0"
"100328505","270A2483P14KT","SC NEUT GF SE LN 40A RG","","FLOR","2","0","0","H87","0"
"100328506","270A2486P14KT","SC GND BACK CONN 40A RG","","FLOR","1","0","0","H87","0"
"100328507","270A2492P1","FAN COVER PART","","FLOR","23","0","0","H87","0"
"100328508","270A2492P14","SM E2","","FLOR","1","0","0","H87","0"
"100328509","270A2531P14","SM HORIZONTAL MOUNTING PLATE 40W","","FLOR","2","0","0","H87","0"
"100328510","270A2532P14","SM MTG BRKT FOR UPS 30W","","FLOR","7","0","0","H87","0"
"100328511","270A2533P14","SM MOUNTING BRACKET FOR UPS UPS SSG1","","FLOR","43","0","0","H87","0"
"100328512","270A2539P2","BARRIER, XT7 HTC, BUS CONN","","FLOR","6","0","0","H87","0"
"100328513","270A2541P14KT","SC SPACER VB 40A","","FLOR","6","0","0","H87","0"
"100328514","270A2549P14","SM E6","","FLOR","146","0","0","H87","0"
"100328515","270A2553P1","U BRACKET CPT FUSES 3.85IN","","FLOR","225","0","0","H87","0"
"100328516","270A2564P1","XT7","","FLOR","79","0","0","H87","0"
"100328517","270A2575P4","BKPL_30_PSTX_PL-IN_T1/T12_LD","","FLOR","13","0","0","H87","0"
"100328518","270A2575P5","BKPL_36_PSTX_PL-IN_T1/T12_LD","","FLOR","1","0","0","H87","0"
"100328519","270A2581P1","HANDLE SUPT","","FLOR","8","0","0","H87","0"
"100328520","270A2592P1","SADDLE_18H_SMRT_STARTERS_AFM_300A","","FLOR","7","0","0","H87","0"
"100328521","270A2633P1","PLATE","","FLOR","198","0","0","H87","0"
"100328522","270A2633P2","PLATE","","FLOR","130","0","0","H87","0"
"100328523","270A2633P3","PLATE","","FLOR","29","0","0","H87","0"
"100328524","270A2633P4","PLATE","","FLOR","3","0","0","H87","0"
"100328525","270A2633P5","PLATE","","FLOR","14","0","0","H87","0"
"100328526","270A2633P9","PLATE","","FLOR","1","0","0","H87","0"
"100328527","270A2641P14","SM BASEPLATE FOXBAT 35W","","FLOR","32","0","0","H87","0"
"100328528","270A2650P14","SA CT 431 BRACKET STRINGER 3 75A105899P1","","FLOR","8","0","0","H87","0"
"100328529","270A2651P14","SA CT 431 BRACKET STRINGER 3 75A105899P1","","FLOR","8","0","0","H87","0"
"100328530","270A2651P2SM","XT7","","FLOR","3","0","0","H87","0"
"100328531","270A2651P4SM","XT7","","FLOR","7","0","0","H87","0"
"100328532","270A2652P14","SM FHB 40D BMB35 G33 SS TO EVO","","FLOR","3","0","0","H87","0"
"100328533","270A2652P1SM","XT7","","FLOR","2","0","0","H87","0"
"100328534","270A2652P2SM","XT7","","FLOR","5","0","0","H87","0"
"100328535","270A2653P2SM","XT7","","FLOR","1","0","0","H87","0"
